Comentario,Autor,URL_Video,Fecha_Publicacion_Video,Fecha_Publicacion_Comentario
nobody falling for this anymore joe,@yupman95,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 18:16
i will just make this simple voting for trump and gop is another way of saying that i wish to destroy america,@Alan97131,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 18:15
they still know how to pander to black folk just give them good feeling but give the illegal migrant free everything including money here in the best we can get is jb and dt it truly sad,@redsea3650,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 18:14
i just wan na see his leg hair after get out of the pool,@machine3lves,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 18:04
genocide supporter,@royaschulz8132,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 17:58
i still can not believe people are not waking up to the truth of this career criminal politician,@marymatt800,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 17:40
this is very staged,@SoufianeIdrissi123,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 17:37
i truly feel bad for him is clearly mentally compromised is being used,@peterlombardo4301,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 17:35
bidens memory is better than trump memory that is for sure for cry out loud ive lost count of the number of time trump incorrectly referred to biden a obama and how many time trump referred to nikki haley a nancy pelosi trump even mess up the name of his wife,@michaelzoran,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 17:15
legal power to help ukraine without the senate just doesnt want to help ukraine,@SD-vp5vo,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 17:01
sheet man,@NejddjdjjZjjzjdjdjdj,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:58
most of the youtube comment like trump most people on youtube are young and lack consistent thinking president will never change much they are more of role model for the western world and trump is not good role model yes is funny sometimes etc etc but is not good president these day,@pk90111,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:26
trump forgetting his wife name be debunked already,@adamhoman8302,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:19
couldnt finish thought slurred and misspoke every time opened his mouth,@Teachingcasuals,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:18
absolute clown,@chili1277,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:14
i get it i like him ill vote for him although for whatever reason in his case it his age but for whatever reason such vast amount of people seeking for him to step aside for new prospective leader i believe should do just that,@leslieroycroft3569,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:03
got only job to destroy america in order for the new world order and the wef to take over with full control his place is in jail it a nothing to do with left or right wake up america,@kfirdamon5291,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 16:00
god bless president bidenplease let him win,@georginatorres7392,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:43
i think would have been great president if wa year younger,@henrique7054,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:40
the other nation in nato can pay up,@paulridenour1086,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:38
remember it wa seth myers who said president trump will never be president president trump make unfunny comedian seven le funny one watch this show the fake border bill will not be passed it is not border bill it an amnesty bill this is not your father democrat party,@paulridenour1086,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:37
wise old man great president,@N7Sound,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:26
is shaking is weak is prepared for this talk show with script and already knew the question coming done nothing for u and will go on in history a being the worst president weakest president and the most currupt president this country ever seen,@robertreed1764,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:02
age limit are needed,@stevebenoit5295,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:00
president bidens conversation is that of professional politician an admirable statesman his seasoned wisdom give him universal appeal,@pamelaantoine7196,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 15:00
i am not wasting another second listening to this geezer who doesnt even know what is talking about child killed and to say is zionist is making america look even more bad this guy is war criminal america been labeled for war crime and yet the audacity to hide it i stand with palestine,@2548C-p2e,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:56
his handler prepped him well for this one,@michaelcooke6267,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:54
horrible,@florida.queen73,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:49
ceasefire nowwww,@2548C-p2e,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:44
mrbiden where in hell are you,@orlandobartolome1989,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:37
propaganda,@ryanp.2581,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:22
dean phillips for president,@annackluge,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:22
president joe biden super brain for,@legalshieldbarbara8554,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:04
correction for typo error president joe biden,@legalshieldbarbara8554,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 14:01
president koe biden super brain his brain is young but his age is just number donald trump the majority of his speech show dementia and doesnt make sense his facial expression are abnormal need to see psychiatric doctor for mental evaluation,@legalshieldbarbara8554,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:59
look anyway joe biden,@michaelh.5392,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:48
ruined the planet lol amount of fake recorded laughing and propaganda will save this corrupt ct,@irishchancer2687,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:48
typical propaganda,@larrymorrison171,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:31
did say he building wealth for people,@annd.2171,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:29
our democracy is at stake president biden listen up people we have been warned vote biden or else we lose our democracy and america biden,@JamesBrown-ij1px,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:04
this is what propaganda look like,@anisimovsergey1,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:04
totally unscripted,@freddybrown123,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:03
israel doesnt have the support of the majority of government lol where did pull that out of it just the u and western europe that support them,@superso,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 13:00
what scumbag mentioned october and said nothing about the civilian killed,@superso,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 12:59
the real concern is should biden be up this lateon the late show,@michelereid,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 12:22
what empty conversation,@guilhermemacedoadvocacia,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 12:20
your current president is an absolute,@queenfrankey9441,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 12:17
his hi reading the answer,@levyvictorino,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 12:08
it double,@stevenator22,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 12:01
democracy is at stake and your bias lefty medium doesnt help,@tommygunn8355,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:55
i dont want biden i dont want trump i guess ill write in hillary or bernie,@jbar_85,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:50
i despise trump but biden look fragile i hope biden get reelected but oh boy dems you are making the rest of the world extremely worried,@markrogers64,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:48
i love how just keep messing up the usa is screwed this guy is better than trump but theyre still screwed,@harleyquiinnnn,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:37
trump dont want to take nobody backward get it straight biden trump want to go forward and clean up all the shitty mess that you put u in period trump,@niskamelchionne1942,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:24
we are building wealth for many,@ericgiovagnoli2634,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:12
can this supreme court be held accountable for aiding and abetting donald trump crime,@sharonjoy6234,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 11:08
are u serious,@ir8r7figig9,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 10:51
is good person with right value is just not up for the job of potus,@yentemarien7032,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 10:45
all question answered with referencing or deflecting to trump or gop i am watching this to know what you are going to do not to be scared over and over again if your position is just to oppose trump you can do so a the opposition party in other word minority,@jianizhou3688,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 10:16
genocide joe you have palestinian blood in your hand zionism is racist ideology and you just called yourself zionist on late night tv,@pluso,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 10:15
im zionist to say that knowing what group of people it currently describes in israel is very ignorant and this guy is supposed to be sharp dont get started please please do get started why not just say i dont have problem with illegal settlement and the terrible treatment of the palestinian for decade while his position is terrible one can only feel bad for the guy he just puppet for the party and they obviously dont care about his health or reputation,@martinkrause5513,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 10:01
it just bizarre to have creepy joe on late night tv spreading lie cop died at the capitol on january,@RockyMountainRobin,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 09:52
funny how delusional bidan is the economy is great were doing great job your bringing people to there knee with inflation dragging the west into ww great job bore off,@Ryan_Bowman.93,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 09:36
mrbiden i have question to many leader like you if you find india africa any country in achieving through fraud activity will you support if some leader support do u think it healthy for human society at some point where it end like pandemic we blabbering fraud fooling that this etc please answer thanks,@Jpkarthik-n4h,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 09:19
kudos to the editor,@mpaung,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 09:03
never seen the humourous side of biden,@deekayMK,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 09:00
you think this guy moral compass how dare you say that beeen in power for the past year and look at what the u done for the past year bombed killed starved tortured million of people in the middle east shame on you to say this man moral compass,@teopaguna2355,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:54
now invite trump,@mbayatab4326,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:53
joe biden wisdomexperienceintegrity and sense of humortrump is criminal and will derail democracy in the usa if reelected,@charlestyser8176,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:38
his answer to literally every question wa trump is bad just like all the demonrats,@makaronake,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:30
talk about palestine and israel like he discussing upcoming holiday plan and some complication faced doe nobody actually understand that people are suffering every single minute and this can not be prolonged so out of touch with reality,@abirhanna1488,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:30
im on the palestine side of the fence the whole destabilization of the middle east began when the area wa turned into israel in the end it nothing but two religious group claiming religious right to the land,@ChrissonatorOFL,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:28
anyone who support trump serious fkn issue,@VoteBlueHawaii,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:17
senile idiot answer softball question given to him in advance and still look like an absolute fool there fixed your headline,@chandlerwhite8302,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 08:08
if i wa president first thing i would do is stop this war,@cryptobreakout4398,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 07:55
were doomed,@antonioalonzo4052,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 07:52
im totally disappointed in the democratic party in country of three hundred million they could not find worthy candidate one that would not fall apart when walking and would have chance of defeating trump,@hellix5978,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 07:39
say lot about the current state of the u when one is to be convicted and the other should be too trump or biden both are disgrace and there third option not good not good at all,@tormacsaba2211,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 07:36
imagine you live in system which produce this guy and trump a candidatea,@ichbineuchehrlich,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 07:34
what an absolute joke it obvious the state and medium are working hand in hand the whole public is tired of this administration,@Alejandrohallmusic,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 07:00
im zionist joe biden,@Aelo-1,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:58
i am falling asleep,@aronostr,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:53
need to take cognitive exam people will nothing to hide hide nothing,@wouldntyouliketoknow1496,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:48
trump did not invite putin to invade america i actually agree with what trump said on that point pay your bill to america for defense or we wont defend you,@wouldntyouliketoknow1496,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:47
so sad that bidens entire marketing campaign is based on vote for because the other guy did this or the other guy is gon na do that im sorry but thats not good enough it entirely based on making you hate trump the millennial rule for human is if someone is constantly talking bad about another person to get you to like them you should not trust them,@udopiarecords,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:21
biden will go down in history for being known a the worst u president ever,@alexvfirehead,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:18
propaganda machine doing their job instilling fear and division january th is going down in history worse than and pearl harbor they made it so obvious it all b jan th wa to send message to allamericans incase any of u get the bright idea of real insurrection you will be reminded of yr life sentence for insurrection without weapon yr prison sentence for something so insanly oblivious b govt punished american that day by certifying rigged election hence the reason for the fake insurrectionmsg for the american people if you dont like tyranny and tyrant you dont appreciate how fast they are destroying our country that you and your family love and live in if you cant afford to live here and longer feel safe if you get the bright idea of real insurrection you will be reminded of jan they have to instill fear and division bc they dont want you and i to know there soo many more of u than there is of them,@QueenSloan,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:13
talk way better here than on stage impressive,@a88ullah,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:11
were these layup interview question written by karine jeanpierre,@ANSTikhonova69b,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:09
the presenter sound non binary with narrative,@mdah9113,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:09
dont want to get started because i dont know what i wa gon na say go back to ireland and enjoy it with your irish great great uncle cuzins brother,@dillonkad,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:05
he just frontally stated,@ANSTikhonova69b,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 06:04
most incompetent president ever,@Purowalangkwenta,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 05:41
this dude is dead inside,@TonyslicesComedy,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 05:38
his agenda is to bash trump biden is fool and need to go asap this moron undid all of trump policy make sick,@dennisdull4136,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 05:13
what an idiot this country voted for smh,@dennisdull4136,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 05:11
wow can last minute he got my vote,@CTS44,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 05:03
this guy is such damn doush you can literally here how practiced it time and it still doesnt sound good or competent,@BitcoinAdvizers,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:57
is selling out our country is buffoon,@kimberlykyle6451,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:50
oh please let have biden v trump debate biden would get crushed,@DigitalNomadInvestor,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:48
seth how do you address the issue of your age biden well i talk about everyone and anything but why wa biden on the show didnt talk about himself at all how horribly scripted,@DigitalNomadInvestor,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:43
go lick ice cream old man your shift is over,@IslemIsGey,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:31
the biden campaign slogan is with trump our democracy will be in danger yes it is true to say that with trump our democracy will be in danger but our democracy lived under the danger of trump from to and it proved much more resilient than biden want you to believe in fact our democracy survived trump and it will survive trump for another year there is doubt about it however more year under biden are guarantee with bidens blessing that the palestinian in gaza will not survive netanyahus genocidal operation all those who oppose the ethnic cleansing of gaza be they arab american jew for peace and justice american minority and all american who stand for human right and justice for palestinian should insure that biden is a far a possible from the white house to give the palestinian in gaza chance to survel,@alinuernberg8399,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:19
very beautiful owner,@JohnGuyu,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 04:08
whats your agenda the agenda is,@Niacin1,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:48
biden old geezer,@MrGucciBoii,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:44
our economy is the worse in yr inflation is out of control bidenomics failed,@MWLA2,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:40
seth meyers did beautiful job here in the ongoing tradition of those like john stewart trevor noah john oliver and steven colbert prof that the best comedy come from smart people who care about others,@JustFamilyThings,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:28
i hear the speech of balanced and competent person not populist and wanker for young model,@fu-mka0,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:24
gross,@IvanHernandezelearning,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:20
what would you do if your president said to putin come do whatever you want to do here in america it all yours sound like thats what donny want then wont even have to work just rake in the money,@loriallenbaugh35,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:17
how many bot doe it take to lie to and fool the ignorant among u apparently quite few if you read the ridiculous and poorly written comment here how stupid do they think we are very i guess let prove them wrong in november vote for the representative who actually want to represent you not control your life for thier own profit and entertainment not the repuppeteers and not putin,@loriallenbaugh35,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:12
wie in deutschland leben einige menschen auf den mond die nicht nach vollziehen können wenn eine person trump schlecht handeln für da land,@barbellulsdorf8277,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:10
biden surpassed all our expectation in this softball interview lmfao seth meyers always helping trump win remember it wa his joke that ignited the fire for trump st win this will be the nd,@Johnny_Doe,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 03:08
thats not biden,@davidh9897,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:46
bidenthe first thing that dictator do is they disregard what ever the rule of law is kinda reminds of what they have done to liberal city since become president,@jasonolinger7585,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:44
hearing him talk about the border is so cringeworthy lol we dont need new law and legislation we need you to enforce the law we already have both side want to take the w for the border so theyve weaponized it just do your damn job and secure the border,@nr324,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:41
rfk for president even tho im not from the u i sincerely think that rfk is the only person who could save and get the u to be respected again around the world he the only glimpse of light i see for american in my pov good luck american love from australia,@RotmgFishyy,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:31
every time i hear biden talk just make feelsafe i would trust this man with my life any day this is man of honor this is man who hold the knowledge power courage and heart to rule the greatest nation on the planet radiates wisdom peace confidence and grace under the protection of this great man i would love to see what this country could become in the next four year vote biden if you support him and you havent registered you can do it online in le than min it quick easy and we need to get those vote out we need to band together and save this country from becoming dictatorship if trump get into office again im not sure if they will be able to get him outif can do everything already and be completely immune whats stopping him from changing the fouryear presidential law i think that would be his next move im terrified of whats going to happen in the coming monthswhether trump win or loses there will be hell for all of american how did we let it get to this point,@chronicallyillicit,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:30
is so whacked out it isnt even funny,@JC-fb7bm,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:20
million new job and million new illegals who arent allowed work visa that the rest of u are supporting go on to the nursing home joey,@JC-fb7bm,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:18
boy thats loooot of cocaine in his system what joke,@JC-fb7bm,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:16
anyone else have second hand embarrassment a an american,@zackzacklaklak,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:03
wow i never actually heard him speak dementia i cant vote for this man wtf,@Iowcarbqueen,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 02:01
biden been an excellent u president humble strategic thinker reasonable smart understands the world want to genuinely make better world will beat the tyrant dictator trump a did in,@carlocaiani3742,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:45
all the jew puppet ignoring bidens comment about being zionist wow,@boogeyman1185,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:42
this guy cant win,@zacharyh.5544,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:34
id rather have him than trump but we need age limit,@Themanhimself677,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:31
prop to seth for asking about palestine but what garbage answer from biden may lose the election over this,@madelineo4128,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:29
trump so what are you going to do biden arrest now who is the dictator,@marymatt800,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:19
old pie joe get out the way for old piedeyejie gim seth ought to be embareassed to accept this interview,@HilaRah,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:15
hey mind your own business,@LarryPatrick-mj4rp,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:11
biden is systematically dragging the usa into world war iii instead of dealing with the very real issue we have in our own country wake up joe,@Peace2Umans,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:07
commedy show endorsing political agenda,@TomRelic,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:05
american did not agree that russian is treat you agree with that not american people american people want they billion that are been send to another country while the american people also need doe billion,@hendrix9998,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 01:02
vote libertarian,@TomRelic,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:58
they ask about agenda and answer agenda,@hendrix9998,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:57
weasel,@sid6849,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:55
is this ai,@GotterVibez,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:53
this is propaganda,@danielfelipepereiracoelho1796,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:45
claiming inflation is down lmfao trump,@saibajinzero,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:35
yeah bro this didnt assure anyone of thing lol,@grantbooher7,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:31
if trump threat to american democracy today democracy where this man speaking weaponized the doj da fbi cia etc against political opponent then i guess i hate america anyone watching anything democrat say while pointing the finger at trump they are literally doing behind the scene it them the democrat that are threat to america freedom and future a well a the rest of the world they want absolute control anyone watching this and is too blind to admit this will regret everything when it too late and youre living in fullblown socialistcommunist country it ironic how putin messed with ukraine under obama stopped with trump and started with biden again it amazing how the middle east wa conflicted under obama quiet under trump and loud again under biden it unbelievable how trump pulled north korea in and biden lost it again it amazing how trump basically brought down iran yet bidens letting them send dollar drone at our fleet a we use milliondollar munition to knock them down it unreal what trump did too russian troop in syria while biden obama clinton got slapped around wake up america open your eye this weak hearted america need to end they talk about the peaceful gathering at the capitol that they literally pushed into violence yet protest in seattle mn wi are fine where the city are being burnt to the ground under democrat backing this country is sickening people need to stop buying into the false hype this president this man speaking is the full fundamental of anti america everything done everything is doing is solely destabilizing the u and the world from the middle east ukraine our border inflation economy china etc complete garbage biden is just destroying our democracy it sad that someone like this is even in position and even capable of pulling in vote it honestly show how weak american are maybe we do need collapse to wake the population up so they stop focusing on superficial feeling and start focusing on actual problem,@The2001cobra,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:30
it not joe bidens age it never been thats just polite way of deflecting from the actual issue function joe biden is dysfunctional different cheese mold at different rate it unfortunate for joe that trump is still functional and there are many other folk much older than biden who are still a sharp a tack mentally but not joe there are breakthrough on the horizon but current medical technology can not yet reverse dementia and senility joes had good run bountiful run given all the graft and ill gotten gain it time to go joe at this point if continues joe will be reduced to working a paperweight,@russellbarbee6974,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:30
id vote for him,@Hjuniorr92,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:25
said he past it bless him let him go his answere should of been to bring peace to the world,@user-px1mp9bg1b,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,04/03/2024 00:04
congrats seth your soul now price,@rockybalboagaralhaoitalian4592,https://www.youtube.com/watch?v=fxuN3i84FNY,27/02/2024 12:00,03/03/2024 23:58
